,Unnamed: 0,Uniprot Accession,Description,primary_name,Peptides.used.for.quantitation,Confidence.score,Molecular weight (Da),Dataset,Glucose,LB,Glycerol + AA,Acetate,Fumarate,Glucosamine,Glycerol,Pyruvate,Chemostat µ=0.5,Chemostat µ=0.35,Chemostat µ=0.20,Chemostat µ=0.12,Stationary phase 1 day,Stationary phase 3 days,Osmotic-stress glucose,42°C glucose,pH6 glucose,Xylose,Mannose,Galactose ,Succinate,Fructose,locus_tag,annotation_quality,mean_log_val
959,1001,P0ACA1,Uncharacterized GST-like protein yibF OS=Escherichia coli (strain K12) GN=yibF PE=1 SV=1,yibF,6,370.5,22512.80566,2,637,351,549.0,421,577,552,626,633,409,335,368,362,345,256,737,196,676,575.0,594.0,614,552,604.0,b3592,low,8.89031307271463
960,1002,P0AA25,Thioredoxin-1 OS=Escherichia coli (strain K12) GN=trxA PE=1 SV=2,trxA,6,363.89,11781.10045,2,20951,26242,25428.0,11139,14560,20034,18242,17400,14939,12758,11467,10279,16304,15355,24508,24498,27898,21449.0,19876.0,20591,17823,25227.0,b3781,high,14.152890226708017
961,1003,P0AAN3,Hydrogenase isoenzymes nickel incorporation protein hypB OS=Escherichia coli (strain K12) GN=hypB PE=1 SV=1,hypB,6,317.45,31526.76539,2,24,64,25.0,23,26,18,15,17,21,17,19,24,4,15,23,20,35,26.0,39.0,21,25,26.0,b2727,high,4.50819157269449
962,1004,P08395,Protease 4 OS=Escherichia coli (strain K12) GN=sppA PE=1 SV=2,sppA,6,323.23,67159.17675,2,53,86,65.0,39,49,55,51,69,79,77,69,59,40,21,65,65,69,76.0,55.0,35,44,95.0,b1766,high,5.856569451165563
963,1005,P07017,Methyl-accepting chemotaxis protein II OS=Escherichia coli (strain K12) GN=tar PE=1 SV=2,tar,6,396.73,59888.55652000001,2,2,4,3.0,1,2,13,5,4,30,87,24,2,3,36,4,2,4,5.0,2.0,10,2,7.0,b1886,high,2.7500516550200653
964,1006,P0A9H7,Cyclopropane-fatty-acyl-phospholipid synthase OS=Escherichia coli (strain K12) GN=cfa PE=1 SV=2,cfa,6,262.42,43862.65146,2,71,96,67.0,40,22,47,25,25,41,33,26,21,22,4,75,50,135,57.0,30.0,25,25,32.0,b1661,high,5.205868753461499
965,1007,P29012,"Alanine racemase, catabolic OS=Escherichia coli (strain K12) GN=dadX PE=2 SV=2",dadX,6,442.4,38801.9209,2,28,411,406.0,142,70,54,50,144,60,77,50,71,46,52,59,20,52,53.0,46.0,18,48,36.0,b1190,high,5.995744266565015
966,1008,P37760,dTDP-4-dehydrorhamnose reductase OS=Escherichia coli (strain K12) GN=rfbD PE=3 SV=2,rfbD,6,359.82,32655.66505,2,761,1757,1375.0,507,622,534,575,476,537,448,315,234,159,122,679,751,670,682.0,545.0,324,683,699.0,b2040,high,9.02660687981806
967,1009,P37194,Outer membrane protein slp OS=Escherichia coli (strain K12) GN=slp PE=1 SV=1,slp,6,365.71,20932.71853,2,552,421,499.0,2360,714,1018,466,303,700,792,623,611,7580,7946,2147,1551,12769,1153.0,652.0,595,748,583.0,b3506,high,10.038867910163598
968,1010,P37645,Uncharacterized protein yhjG OS=Escherichia coli (strain K12) GN=yhjG PE=4 SV=3,yhjG,6,259.98,74393.2067,2,16,29,20.0,27,29,30,20,24,37,47,74,103,26,26,29,15,46,19.0,33.0,54,21,19.0,b3524,low,4.9453090699020885
969,1011,P37665,Inner membrane lipoprotein yiaD OS=Escherichia coli (strain K12) GN=yiaD PE=1 SV=2,yiaD,6,520.41,22165.52748,2,344,2116,653.0,60,129,77,159,216,49,47,30,24,209,259,392,900,309,340.0,136.0,64,136,234.0,b3552,low,7.406152100326989
970,1012,P39285,Uncharacterized mscS family protein yjeP OS=Escherichia coli (strain K12) GN=yjeP PE=3 SV=3,mscM,6,245.94,123871.753,2,14,23,14.0,16,20,28,15,25,14,14,13,17,6,7,13,18,15,12.0,12.0,17,10,13.0,b4159,high,3.9512833690877773
971,1013,P02929,Protein tonB OS=Escherichia coli (strain K12) GN=tonB PE=1 SV=2,tonB,6,260.37,26059.99904,2,108,75,129.0,52,83,80,86,98,96,59,55,43,52,50,193,218,159,171.0,89.0,63,95,141.0,b1252,high,6.504284495016475
972,1014,Q6BF17,D-galactonate dehydratase OS=Escherichia coli (strain K12) GN=dgoD PE=1 SV=1,dgoD,6,325.63,42477.7743,2,9,13,7.0,4,5,7,6,3,5,8,15,10,4,3,3,7,7,8.0,15.0,675,12,12.0,b4478,high,3.288702710195723
973,1015,P77552,Uncharacterized protein ydhQ OS=Escherichia coli (strain K12) GN=ydhQ PE=4 SV=1,ydhQ,6,274.07,42831.72841,2,85,318,223.0,68,88,84,93,75,77,66,44,28,96,78,208,167,97,142.0,65.0,47,75,86.0,b1664,low,6.506668269808852
974,1016,P0ADA5,Uncharacterized lipoprotein yajG OS=Escherichia coli (strain K12) GN=yajG PE=4 SV=1,yajG,6,410.42,20918.82524,2,4572,6632,7749.0,2378,3603,3648,4049,4053,3884,3531,2444,1984,1380,1509,3022,2695,2206,3463.0,3582.0,2460,3702,3824.0,b0434,low,11.644204807534111
975,1017,P77338,Potassium efflux system KefA OS=Escherichia coli (strain K12) GN=kefA PE=1 SV=1,mscK,6,272.29,127117.3538,2,7,16,7.0,3,4,6,4,6,8,5,4,4,4,5,5,14,6,7.0,5.0,2,3,9.0,b0465,high,2.7019420126092695
976,1018,P0AFQ7,Uncharacterized deoxyribonuclease ycfH OS=Escherichia coli (strain K12) GN=ycfH PE=1 SV=1,ycfH,6,318.45,29772.09642,2,43,85,70.0,33,25,30,28,27,36,23,17,16,43,50,95,69,68,52.0,28.0,17,25,37.0,b1100,low,5.23425011848278
977,1019,P23909,DNA mismatch repair protein mutS OS=Escherichia coli (strain K12) GN=mutS PE=1 SV=1,mutS,6,368.27,95169.13824,2,39,117,49.0,22,32,36,29,47,42,30,24,22,8,12,33,40,26,35.0,25.0,15,16,36.0,b2733,high,4.904687139836215
978,1020,P0AFY8,Protein seqA OS=Escherichia coli (strain K12) GN=seqA PE=1 SV=1,seqA,6,309.14,20284.49411,2,1357,2745,1706.0,809,951,1097,1019,991,907,772,697,655,1119,1095,1530,3080,1738,1308.0,1019.0,870,1004,1388.0,b0687,high,10.185804024363446
979,1022,P0A9H1,G/U mismatch-specific DNA glycosylase OS=Escherichia coli (strain K12) GN=mug PE=1 SV=1,mug,6,269.09,18643.808080000006,2,241,306,224.0,134,198,180,207,170,190,172,123,101,300,180,357,494,280,178.0,145.0,198,171,171.0,b3068,high,7.655944689181113
980,1023,P21893,Single-stranded-DNA-specific exonuclease recJ OS=Escherichia coli (strain K12) GN=recJ PE=1 SV=2,recJ,6,270.97,63330.91447999999,1,5,31,,1,13,4,5,3,2,4,5,1,5,3,24,14,13,,,1,4,,b2892,high,2.614225189875907
981,1024,P0A8W5,UPF0301 protein yqgE OS=Escherichia coli (strain K12) GN=yqgE PE=1 SV=1,yqgE,6,234.41,20654.80682,2,410,441,375.0,186,258,292,299,264,191,162,137,112,82,84,307,248,305,249.0,245.0,177,264,395.0,b2948,low,7.829856862921698
982,1025,P0A8U6,Met repressor OS=Escherichia coli (strain K12) GN=metJ PE=1 SV=2,metJ,6,340.61,12115.13483,2,990,1222,643.0,689,774,770,651,640,641,609,566,552,624,598,1032,993,1418,778.0,510.0,547,594,668.0,b3938,high,9.496686931763303
983,1026,P45425,N-acetylmannosamine kinase OS=Escherichia coli (strain K12) GN=nanK PE=1 SV=2,nanK,6,362.02,29607.46552,2,7,561,78.0,9,15,9,12,16,17,16,13,19,3,4,7,5,4,5.0,19.0,7,12,24.0,b3222,high,3.806210994146456
984,1027,P0A9F1,Transcriptional regulator mntR OS=Escherichia coli (strain K12) GN=mntR PE=1 SV=1,mntR,6,287.5,17611.22461,2,148,223,188.0,91,127,130,110,128,116,96,83,66,121,76,164,106,187,152.0,125.0,68,119,133.0,b0817,high,6.911643275487961
985,1028,P0A8D0,Transcriptional repressor NrdR OS=Escherichia coli (strain K12) GN=nrdR PE=1 SV=1,nrdR,6,248.73,17199.80889,2,211,224,214.0,164,213,214,247,221,178,132,117,99,126,97,312,352,262,241.0,160.0,112,140,237.0,b0413,high,7.520921414006351
986,1030,P0A7D1,Peptidyl-tRNA hydrolase OS=Escherichia coli (strain K12) GN=pth PE=1 SV=1,pth,6,310.76,21051.07365,2,733,1188,1243.0,318,499,534,465,477,395,296,222,189,276,244,592,622,534,452.0,401.0,265,446,517.0,b1204,high,8.786427668804913
987,1031,P0A7U3,30S ribosomal protein S19 OS=Escherichia coli (strain K12) GN=rpsS PE=1 SV=2,rpsS,6,532.76,10405.70428,2,19008,51051,33384.0,7899,11758,11610,13707,10256,11619,7839,5153,4656,7532,6372,17918,18328,17060,16630.0,12778.0,7558,12140,20308.0,b3316,high,13.598576795005329
988,1032,P68679,30S ribosomal protein S21 OS=Escherichia coli (strain K12) GN=rpsU PE=1 SV=2,rpsU,6,437.08,8476.71577,2,28385,70780,47960.0,9984,16062,19399,20777,15417,17301,12279,9013,7760,9950,7654,25230,23941,26057,22332.0,15866.0,10753,16345,22684.0,b3065,high,14.100627045596497
989,1033,P0A873,tRNA (guanine-N(1)-)-methyltransferase OS=Escherichia coli (strain K12) GN=trmD PE=1 SV=1,trmD,6,228.9,28386.44362,2,121,236,128.0,66,80,79,94,73,70,52,57,38,32,49,66,85,38,37.0,54.0,33,50,45.0,b2607,high,6.006258124160643
990,1034,P0AA37,Ribosomal large subunit pseudouridine synthase A OS=Escherichia coli (strain K12) GN=rluA PE=1 SV=2,rluA,6,322.31,24826.72331,1,118,386,,63,99,76,111,56,73,127,122,63,11,70,120,146,130,,,67,82,,b0058,high,6.474612974088001
991,1035,P0AFR4,Uncharacterized protein yciO OS=Escherichia coli (strain K12) GN=yciO PE=1 SV=1,yciO,6,367.16,23178.95771,2,706,1088,827.0,723,744,899,813,711,784,649,729,794,1052,1190,1231,796,1234,864.0,788.0,974,648,774.0,b1267,low,9.729008216132927
992,1036,P0A9J0,Ribonuclease G OS=Escherichia coli (strain K12) GN=rng PE=1 SV=2,rng,6,275.86,55311.45087000001,2,85,98,75.0,58,53,70,79,63,90,70,56,33,19,13,55,62,66,56.0,67.0,46,58,86.0,b3247,high,5.8532356624783946
993,1037,P0ABD8,Biotin carboxyl carrier protein of acetyl-CoA carboxylase OS=Escherichia coli (strain K12) GN=accB PE=1 SV=1,accB,6,354.47,16658.416390000002,2,2574,6082,4425.0,1380,1953,2023,2201,2022,1890,1472,1250,1096,2017,1864,3278,3766,2688,2308.0,2071.0,1658,2256,2381.0,b3255,high,11.103766296098351
994,1038,Q46939,Probable acetyl-CoA acetyltransferase OS=Escherichia coli (strain K12) GN=yqeF PE=3 SV=2,yqeF,6,286.64,40975.11436,2,19,113,105.0,46,100,58,47,47,40,52,35,23,10,12,17,11,8,17.0,66.0,80,93,41.0,b2844,high,5.208905509991768
995,1039,P0ABQ2,2-hydroxy-3-oxopropionate reductase OS=Escherichia coli (strain K12) GN=garR PE=1 SV=1,garR,6,543.5,30389.818410000003,2,27,770,59.0,25,44,34,34,23,29,36,29,46,8,7,22,36,17,23.0,30.0,22,30,21.0,b3125,high,4.975804152088474
996,1040,P12995,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase OS=Escherichia coli (strain K12) GN=bioA PE=1 SV=2,bioA,6,290.8,47286.45536,2,139,33,200.0,125,88,109,91,83,112,71,50,41,117,135,311,177,139,144.0,93.0,87,106,99.0,b0774,high,6.705121546304559
997,1041,P0AC13,Dihydropteroate synthase OS=Escherichia coli (strain K12) GN=folP PE=1 SV=1,folP,6,392.79,30577.67761,2,223,429,360.0,147,173,191,167,152,182,116,76,54,91,74,256,214,221,204.0,133.0,103,189,176.0,b3177,high,7.32530737802255
998,1042,P0ABU0,"1,4-Dihydroxy-2-naphthoyl-CoA synthase OS=Escherichia coli (strain K12) GN=menB PE=1 SV=1",menB,6,309.96,31594.51617,2,558,1263,679.0,489,535,558,531,465,519,470,405,429,232,378,545,761,829,614.0,516.0,509,575,470.0,b2262,high,9.0600087711346
999,1043,P0A738,Molybdenum cofactor biosynthesis protein C OS=Escherichia coli (strain K12) GN=moaC PE=1 SV=2,moaC,6,452.92,17437.96509,2,316,403,230.0,156,184,250,203,194,177,139,104,99,258,340,711,628,440,343.0,217.0,201,222,329.0,b0783,high,7.948469204784098
1000,1044,P0AFI7,Pyridoxine/pyridoxamine 5'-phosphate oxidase OS=Escherichia coli (strain K12) GN=pdxH PE=1 SV=2,pdxH,6,332.99,25511.16439,2,302,232,282.0,238,292,264,301,302,293,246,197,164,180,271,417,443,450,464.0,297.0,229,323,347.0,b1638,high,8.16533609284147
1001,1045,P0AG40,Riboflavin biosynthesis protein ribF OS=Escherichia coli (strain K12) GN=ribF PE=1 SV=1,ribF,6,272.86,34694.52422,2,160,214,174.0,100,131,146,154,141,180,114,127,88,72,81,106,178,151,149.0,113.0,114,116,170.0,b0025,high,7.040706477769876
1002,1046,P36553,"Coproporphyrinogen-III oxidase, aerobic OS=Escherichia coli (strain K12) GN=hemF PE=1 SV=1",hemF,6,186.94,34282.783789999994,1,116,44,,34,54,49,34,45,43,49,16,16,17,11,72,138,103,,,21,28,,b2436,high,5.329404481430282
1003,1047,P25539,Riboflavin biosynthesis protein RibD OS=Escherichia coli (strain K12) GN=ribD PE=1 SV=1,ribD,6,293.83,40294.80788,2,194,129,124.0,106,151,178,176,179,134,86,72,62,94,92,189,178,242,162.0,128.0,115,165,139.0,b0414,high,7.069307821452503
1004,1048,P26612,Cytoplasmic alpha-amylase OS=Escherichia coli (strain K12) GN=amyA PE=3 SV=3,amyA,6,226.51,56585.35938,2,109,78,110.0,113,144,122,183,99,111,109,96,86,132,142,251,83,224,168.0,185.0,166,156,162.0,b1927,high,7.0454310368083135
1005,1049,P0A955,KHG/KDPG aldolase OS=Escherichia coli (strain K12) GN=eda PE=1 SV=1,eda,6,410.21,22251.88875,2,3635,4879,3845.0,2352,2242,3003,2180,2549,2894,2391,1771,1251,2085,1788,4824,3948,5194,3394.0,2368.0,2037,2726,3579.0,b1850,high,11.436122443828626
1006,1050,P39366,Putative aminopeptidase sgcX OS=Escherichia coli (strain K12) GN=sgcX PE=3 SV=3,sgcX,6,338.01,40570.68839,2,5,6,6.0,5,7,12,5,4,2,9,18,166,6,10,1,9,2,3.0,3.0,4,3,5.0,b4305,low,2.818684331488419
1007,1051,P77713,Putative beta-xylosidase OS=Escherichia coli (strain K12) GN=yagH PE=3 SV=1,yagH,6,323.2,60768.44307,2,25,34,32.0,12,28,31,25,26,27,25,33,25,16,18,15,30,14,302.0,18.0,14,18,21.0,b0271,low,4.70388138513196
1008,1052,P0AEX3,Alpha-ketoglutarate permease OS=Escherichia coli (strain K12) GN=kgtP PE=1 SV=1,kgtP,6,323.34,47003.44462,2,124,231,211.0,112,145,307,93,136,329,357,417,416,80,81,241,146,160,241.0,156.0,146,134,130.0,b2587,high,7.473306673878904
1009,1053,P39829,D-galactarate dehydratase OS=Escherichia coli (strain K12) GN=garD PE=1 SV=2,garD,6,330.74,56348.07442999999,2,9,266,16.0,10,18,7,9,10,9,19,24,36,1,7,5,8,4,7.0,8.0,7,9,4.0,b3128,high,3.515753102130776
1010,1054,P0A9C9,"Fructose-1,6-bisphosphatase 1 class 2 OS=Escherichia coli (strain K12) GN=glpX PE=1 SV=1",glpX,6,329.32,35811.62041,2,187,341,399.0,67,119,137,266,100,89,70,59,56,48,75,144,151,128,131.0,118.0,107,129,156.0,b3925,high,6.915102402418762
1011,1055,P37647,2-dehydro-3-deoxygluconokinase OS=Escherichia coli (strain K12) GN=kdgK PE=3 SV=1,kdgK,6,437.31,33923.04409,2,547,968,941.0,548,554,513,479,508,460,351,272,205,154,307,661,639,707,578.0,371.0,375,281,452.0,b3526,high,8.820160977147522
1012,1056,P76142,Autoinducer 2-binding protein lsrB OS=Escherichia coli (strain K12) GN=lsrB PE=1 SV=1,lsrB,6,223.06,36643.90248,2,85,121,144.0,163,353,111,65,100,66,111,216,415,540,452,102,194,166,102.0,94.0,291,269,91.0,b1516,high,7.310654987683262
1013,1057,P25718,Alpha-amylase OS=Escherichia coli (strain K12) GN=malS PE=1 SV=1,malS,6,223.84,75646.94856,1,23,3,,3,3,5,4,4,10,22,14,11,15,8,3,20,5,,,3,4,,b3571,high,2.986542271226145
1014,1058,P0AA04,Phosphocarrier protein HPr OS=Escherichia coli (strain K12) GN=ptsH PE=1 SV=1,ptsH,6,457.8,9095.72664,2,24850,16746,19193.0,9533,11946,21858,13501,12590,20570,13546,9835,6327,9569,10741,21376,24930,26036,10488.0,17417.0,12378,15247,26658.0,b2415,high,13.874485933978747
1015,1059,P0C0L7,Proline/betaine transporter OS=Escherichia coli (strain K12) GN=proP PE=1 SV=1,proP,6,245.0,54792.07555,2,268,410,126.0,54,75,128,92,46,130,85,74,64,344,330,642,418,597,298.0,129.0,104,114,226.0,b4111,high,7.331161571580802
1016,1060,P69829,Nitrogen regulatory protein OS=Escherichia coli (strain K12) GN=ptsN PE=1 SV=1,ptsN,6,542.95,17930.427969999993,2,861,1917,1181.0,710,827,824,901,828,907,909,799,656,755,699,1113,789,1000,865.0,1258.0,2407,1339,886.0,b3204,high,9.91318693099579
1017,1061,P31806,Uncharacterized protein yjeF OS=Escherichia coli (strain K12) GN=yjeF PE=1 SV=2,nnr,6,274.92,54598.23236,2,48,86,58.0,71,82,63,65,58,85,108,118,186,85,76,92,95,66,77.0,63.0,119,70,57.0,b4167,high,6.324170091831678
1018,1062,P60546,Guanylate kinase OS=Escherichia coli (strain K12) GN=gmk PE=1 SV=1,gmk,6,394.25,23560.01565,2,437,799,795.0,194,279,269,293,232,270,203,160,136,331,366,519,515,537,432.0,274.0,279,277,368.0,b3648,high,8.352410175710101
1019,1063,P0A720,Thymidylate kinase OS=Escherichia coli (strain K12) GN=tmk PE=1 SV=1,tmk,6,364.76,23750.43554,2,204,271,288.0,91,104,141,110,124,117,70,72,62,42,32,106,115,89,124.0,89.0,49,70,76.0,b1098,high,6.607686600073999
1020,1064,P0AFL6,Exopolyphosphatase OS=Escherichia coli (strain K12) GN=ppx PE=1 SV=2,ppx,6,339.72,58081.15167000001,2,31,75,54.0,29,35,47,36,29,71,50,44,44,30,30,26,44,44,39.0,33.0,14,21,48.0,b2502,high,5.257767051461189
1021,1065,P52061,Nucleoside-triphosphatase rdgB OS=Escherichia coli (strain K12) GN=rdgB PE=1 SV=1,rdgB,6,251.05,21007.85524,2,677,1064,851.0,321,407,472,471,456,387,292,256,204,129,143,424,307,307,376.0,481.0,275,444,467.0,b2954,high,8.544956400919505
1022,1066,P0A9D4,Serine acetyltransferase OS=Escherichia coli (strain K12) GN=cysE PE=1 SV=1,cysE,6,277.21,29280.00172,2,400,494,620.0,394,447,602,530,482,477,411,350,351,180,197,275,616,543,533.0,518.0,414,482,582.0,b3607,high,8.749620285593954
1023,1067,P0A962,L-asparaginase 1 OS=Escherichia coli (strain K12) GN=ansA PE=1 SV=1,ansA,6,372.65,37085.75937,2,554,630,556.0,280,343,398,313,273,368,351,298,246,186,172,358,453,462,394.0,370.0,252,312,451.0,b1767,high,8.440781601939273
1024,1068,P75682,Uncharacterized protein yagE OS=Escherichia coli (strain K12) GN=yagE PE=1 SV=1,yagE,6,340.83,33277.40786,2,42,737,923.0,97,126,77,132,80,136,155,112,62,40,9,23,25,20,53.0,212.0,107,93,81.0,b0268,high,6.399279018183947
1025,1069,P0A959,Uncharacterized aminotransferase YfbQ OS=Escherichia coli (strain K12) GN=yfbQ PE=1 SV=1,alaA,6,395.68,45470.38651,2,100,105,207.0,60,99,99,110,70,79,112,103,85,20,9,43,81,62,54.0,63.0,59,75,63.0,b2290,high,6.134667398889416
1026,1070,P77434,Uncharacterized aminotransferase YfdZ OS=Escherichia coli (strain K12) GN=yfdZ PE=2 SV=1,alaC,6,292.7,46168.71805,2,93,116,94.0,95,75,80,77,68,100,107,84,80,56,49,124,81,77,104.0,99.0,77,79,71.0,b2379,high,6.4065753423151826
1027,1071,P77581,Succinylornithine transaminase OS=Escherichia coli (strain K12) GN=astC PE=1 SV=1,astC,6,354.5,43619.9979,2,44,224,309.0,79,183,141,57,65,93,238,281,251,83,77,90,89,112,57.0,131.0,137,134,52.0,b1748,high,6.834765448944359
1028,1072,P10346,Glutamine transport ATP-binding protein GlnQ OS=Escherichia coli (strain K12) GN=glnQ PE=1 SV=1,glnQ,6,359.67,26696.11147,2,698,803,1067.0,742,1081,951,1003,1107,1049,1169,951,847,242,328,628,1357,645,966.0,1066.0,828,1118,861.0,b0809,high,9.703941881628733
1029,1073,P37595,Isoaspartyl peptidase OS=Escherichia coli (strain K12) GN=iaaA PE=1 SV=2,iaaA,6,301.03,33354.63774,2,67,48,90.0,80,70,57,65,75,67,58,44,50,73,87,147,145,189,81.0,44.0,58,65,67.0,b0828,high,6.203917046946412
1030,1074,P77348,Periplasmic murein peptide-binding protein OS=Escherichia coli (strain K12) GN=mppA PE=1 SV=2,mppA,6,318.36,59844.8587,2,67,252,146.0,72,131,98,95,94,95,115,117,101,50,61,60,50,71,68.0,100.0,85,105,77.0,b1329,high,6.4951166707420835
1031,1075,P14175,Glycine betaine/L-proline transport ATP-binding protein ProV OS=Escherichia coli (strain K12) GN=proV PE=1 SV=1,proV,6,426.0,44117.13409,2,29,1187,26.0,2,4,8,5,6,3,2,2,2,9,6,42,14,5,14.0,3.0,4,4,3.0,b2677,high,3.1681029724511727
1032,1076,P77795,Uncharacterized ABC transporter ATP-binding protein YdcT OS=Escherichia coli (strain K12) GN=ydcT PE=3 SV=1,ydcT,6,223.04,36999.06605,2,24,38,32.0,22,61,34,41,27,37,67,83,123,23,14,11,27,15,18.0,35.0,41,38,20.0,b1441,low,5.037924106477013
1033,1077,P37690,Uncharacterized protein yibP OS=Escherichia coli (strain K12) GN=yibP PE=4 SV=2,envC,6,297.87,46548.42826,2,57,60,57.0,35,39,46,41,45,55,49,49,55,31,27,34,53,36,50.0,62.0,100,71,53.0,b3613,high,5.620234133497716
1034,1078,P0AAJ5,Formate dehydrogenase-O iron-sulfur subunit OS=Escherichia coli (strain K12) GN=fdoH PE=1 SV=1,fdoH,6,280.88,33060.8989,2,4,800,3.0,16,7,2,4,2,2,4,3,5,3,1,1,3,1,2.0,4.0,5,4,1.0,b3893,high,2.3569334887464906
1035,1079,P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+] OS=Escherichia coli (strain K12) GN=gpsA PE=3 SV=1,gpsA,6,334.41,36320.64479,2,327,949,518.0,307,349,306,301,323,327,303,274,276,277,204,337,262,391,270.0,277.0,179,255,217.0,b3608,high,8.271083642996677
1036,1080,P0AFD6,NADH-quinone oxidoreductase subunit I OS=Escherichia coli (strain K12) GN=nuoI PE=1 SV=1,nuoI,6,261.7,20506.12496,2,294,1140,801.0,244,443,525,471,356,357,387,366,299,102,107,138,252,283,227.0,343.0,249,358,301.0,b2281,high,8.300770270034795
1037,1081,P77258,N-ethylmaleimide reductase OS=Escherichia coli (strain K12) GN=nemA PE=1 SV=1,nemA,6,360.43,39474.11065,2,99,196,120.0,55,71,76,87,56,61,40,26,18,9,5,104,26,76,88.0,38.0,21,54,60.0,b1650,high,5.618690779536411
1038,1082,P23886,ATP-binding/permease protein CydC OS=Escherichia coli (strain K12) GN=cydC PE=3 SV=2,cydC,6,350.4,62862.68065,2,77,159,109.0,52,74,103,103,103,136,114,99,103,36,77,68,137,54,70.0,70.0,47,62,110.0,b0886,high,6.40381741407864
1039,1083,P29018,ATP-binding/permease protein CydD OS=Escherichia coli (strain K12) GN=cydD PE=1 SV=3,cydD,6,359.35,64997.28515,2,60,91,48.0,33,32,49,52,71,83,66,45,46,16,30,51,48,26,39.0,44.0,19,38,79.0,b0887,high,5.5060845900457425
1040,1084,P24251,Sigma factor-binding protein crl OS=Escherichia coli (strain K12) GN=crl PE=1 SV=5,crl,6,305.92,15626.98076,2,1960,3202,3471.0,625,1274,1497,1316,1289,1412,1091,772,521,263,221,2551,1676,1474,1894.0,1439.0,952,1345,1547.0,b0240,high,10.228917854140532
1041,1085,P03841,Maltose operon periplasmic protein OS=Escherichia coli (strain K12) GN=malM PE=4 SV=1,malM,6,319.46,31905.64602,2,240,909,1096.0,333,700,938,764,578,1070,1035,845,502,71,59,104,88,145,142.0,923.0,563,582,481.0,b4037,low,8.62723469869892
1042,1086,P16525,DNA replication terminus site-binding protein OS=Escherichia coli (strain K12) GN=tus PE=1 SV=1,tus,6,235.8,35743.13016,1,18,32,,6,7,17,27,5,7,10,9,9,2,5,7,26,19,,,5,14,,b1610,high,3.472433360128642
1043,1087,P75818,Uncharacterized lipoprotein ybjP OS=Escherichia coli (strain K12) GN=ybjP PE=1 SV=1,ybjP,6,591.02,18961.46217,2,1344,1174,1817.0,1806,2105,1919,1979,1413,1969,1960,1996,2133,5521,4404,3546,2807,3427,1852.0,1728.0,1991,1344,1324.0,b0865,low,11.016863776474436
1044,1088,P42616,Protein yqjC OS=Escherichia coli (strain K12) GN=yqjC PE=1 SV=3,yqjC,6,374.26,13879.22512,1,503,451,,177,289,415,235,211,236,380,237,222,969,630,540,417,367,,,124,320,,b3097,low,8.374898305799364
1045,1093,P27303,Multidrug resistance protein A OS=Escherichia coli (strain K12) GN=emrA PE=3 SV=2,emrA,5,260.62,42691.61954,2,44,139,67.0,8,13,57,11,20,63,39,18,16,23,15,36,30,43,34.0,10.0,9,16,27.0,b2685,high,4.735998297062978
1046,1094,P0AAH8,Peptide transport system ATP-binding protein SapF OS=Escherichia coli (strain K12) GN=sapF PE=1 SV=1,sapF,5,203.01,30533.06637,1,30,63,,12,54,25,29,2,12,17,6,6,9,12,106,46,15,,,13,15,,b1290,high,4.235507871854825
1047,1095,P75777,UPF0194 membrane protein ybhG OS=Escherichia coli (strain K12) GN=ybhG PE=3 SV=1,ybhG,5,307.24,36375.63323,2,81,173,156.0,48,59,84,59,63,85,77,76,77,76,95,68,92,144,79.0,65.0,47,73,100.0,b0795,low,6.349779314391582
1048,1096,P31455,Uncharacterized protein YidR OS=Escherichia coli (strain K12) GN=yidR PE=4 SV=4,yidR,5,216.13,46139.8176,2,107,63,58.0,58,77,83,91,62,62,57,53,49,162,94,179,141,274,131.0,112.0,101,100,112.0,b3689,low,6.527800017653241
1049,1097,P0AE85,Periplasmic protein CpxP OS=Escherichia coli (strain K12) GN=cpxP PE=1 SV=1,cpxP,5,249.98,18935.33096,2,328,126,128.0,494,703,155,741,1483,98,132,140,129,11,9,67,524,31,175.0,519.0,304,405,348.0,b4484,high,7.493295195435001
1050,1098,P05637,Bis(5'-nucleosyl)-tetraphosphatase [symmetrical] OS=Escherichia coli (strain K12) GN=apaH PE=1 SV=2,apaH,5,276.12,31258.68847,2,57,92,64.0,50,45,41,41,45,38,40,42,41,18,23,63,60,60,42.0,40.0,36,40,31.0,b0049,high,5.474109769942093
1051,1099,P0AFX9,Sigma-E factor regulatory protein rseB OS=Escherichia coli (strain K12) GN=rseB PE=1 SV=1,rseB,5,193.29,35709.286510000005,2,91,100,80.0,66,76,81,85,89,54,57,59,99,76,51,105,176,136,93.0,79.0,138,93,106.0,b2571,high,6.448752487560975
1052,1100,P0AFB5,Nitrogen regulation protein NR(II) OS=Escherichia coli (strain K12) GN=glnL PE=1 SV=1,glnL,5,227.09,38514.26871,2,66,15,23.0,10,10,17,24,13,21,18,27,33,7,3,15,23,31,18.0,25.0,29,18,31.0,b3869,high,4.294607989930679
1053,1101,P0AE70,mRNA interferase MazF OS=Escherichia coli (strain K12) GN=mazF PE=1 SV=1,mazF,5,293.79,12072.17366,1,227,196,,161,138,208,72,266,103,196,37,170,118,269,87,173,91,,,71,65,,b2782,high,7.026209647194846
